Product_id,product_name,price
496,product_496,474
497,product_497,307
498,product_498,67
499,product_499,439
500,product_500,177
501,product_501,292
502,product_502,262
503,product_503,483
504,product_504,317
505,product_505,204
506,product_506,123
507,product_507,104
508,product_508,251
509,product_509,374
510,product_510,265
511,product_511,39
512,product_512,425
513,product_513,443
514,product_514,165
515,product_515,338
516,product_516,25
517,product_517,168
518,product_518,295
519,product_519,129
520,product_520,455
521,product_521,51
522,product_522,281
523,product_523,384
524,product_524,168
525,product_525,124
526,product_526,427
527,product_527,133
528,product_528,266
529,product_529,389
530,product_530,430
531,product_531,431
532,product_532,299
533,product_533,386
534,product_534,406
535,product_535,271
536,product_536,73
537,product_537,377
538,product_538,321
539,product_539,427
540,product_540,205
541,product_541,192
542,product_542,36
543,product_543,136
544,product_544,394
545,product_545,283
546,product_546,483
547,product_547,205
548,product_548,233
549,product_549,489
550,product_550,65
551,product_551,80
552,product_552,101
553,product_553,342
554,product_554,70
555,product_555,157
556,product_556,345
557,product_557,490
558,product_558,325
559,product_559,130
560,product_560,442
561,product_561,157
562,product_562,123
563,product_563,132
564,product_564,387
565,product_565,298
566,product_566,281
567,product_567,353
568,product_568,425
569,product_569,346
570,product_570,384
571,product_571,48
572,product_572,159
573,product_573,407
574,product_574,408
575,product_575,420
576,product_576,205
577,product_577,232
578,product_578,171
579,product_579,140
580,product_580,108
581,product_581,214
582,product_582,262
583,product_583,31
584,product_584,238
585,product_585,161
586,product_586,373
587,product_587,333
588,product_588,184
589,product_589,309
590,product_590,109
591,product_591,153
592,product_592,356
593,product_593,265
594,product_594,80
595,product_595,408
596,product_596,434
597,product_597,276
598,product_598,206
599,product_599,157
600,product_600,374
601,product_601,32
602,product_602,252
603,product_603,155
604,product_604,348
605,product_605,156
606,product_606,457
607,product_607,217
608,product_608,384
609,product_609,119
610,product_610,294
611,product_611,348
612,product_612,22
613,product_613,287
614,product_614,373
615,product_615,495
616,product_616,380
617,product_617,159
618,product_618,459
619,product_619,498
620,product_620,422
621,product_621,46
622,product_622,449
623,product_623,498
624,product_624,132
625,product_625,111
626,product_626,379
627,product_627,390
628,product_628,194
629,product_629,198
630,product_630,71
631,product_631,358
632,product_632,361
633,product_633,141
634,product_634,323
635,product_635,308
636,product_636,480
637,product_637,194
638,product_638,138
639,product_639,326
640,product_640,289
641,product_641,142
642,product_642,280
643,product_643,41
644,product_644,353
645,product_645,233
646,product_646,125
647,product_647,44
648,product_648,355
649,product_649,190
650,product_650,435
651,product_651,47
652,product_652,276
653,product_653,499
654,product_654,465
655,product_655,293
656,product_656,52
657,product_657,136
658,product_658,130
659,product_659,437
660,product_660,296
661,product_661,69
662,product_662,371
663,product_663,487
664,product_664,416
665,product_665,371
666,product_666,243
667,product_667,132
668,product_668,331
669,product_669,307
670,product_670,209
671,product_671,241
672,product_672,348
673,product_673,255
674,product_674,469
675,product_675,362
676,product_676,51
677,product_677,218
678,product_678,281
679,product_679,75
680,product_680,341
681,product_681,203
682,product_682,105
683,product_683,383
684,product_684,396
685,product_685,371
686,product_686,253
687,product_687,412
688,product_688,18
689,product_689,13
690,product_690,119
691,product_691,299
692,product_692,115
693,product_693,315
694,product_694,128
695,product_695,195
696,product_696,488
697,product_697,422
698,product_698,349
699,product_699,373
700,product_700,130
701,product_701,231
702,product_702,358
703,product_703,195
704,product_704,200
705,product_705,396
706,product_706,145
707,product_707,278
708,product_708,390
709,product_709,281
710,product_710,387
711,product_711,186
712,product_712,320
713,product_713,99
714,product_714,107
715,product_715,458
716,product_716,89
717,product_717,173
718,product_718,371
719,product_719,283
720,product_720,266
721,product_721,44
722,product_722,402
723,product_723,398
724,product_724,364
725,product_725,311
726,product_726,342
727,product_727,53
728,product_728,467
729,product_729,318
730,product_730,24
731,product_731,191
732,product_732,368
733,product_733,446
734,product_734,420
735,product_735,458
736,product_736,495
737,product_737,280
738,product_738,62
739,product_739,433
740,product_740,300
741,product_741,146
742,product_742,99
743,product_743,285
744,product_744,46
745,product_745,275
746,product_746,420
747,product_747,479
748,product_748,465
749,product_749,234
750,product_750,46
751,product_751,459
752,product_752,282
753,product_753,411
754,product_754,461
755,product_755,479
756,product_756,128
757,product_757,382
758,product_758,110
759,product_759,303
760,product_760,335
761,product_761,166
762,product_762,232
763,product_763,75
764,product_764,479
765,product_765,300
766,product_766,38
767,product_767,448
768,product_768,464
769,product_769,396
770,product_770,349
771,product_771,349
772,product_772,381
773,product_773,62
774,product_774,159
775,product_775,109
776,product_776,258
777,product_777,296
778,product_778,22
779,product_779,50
780,product_780,134
781,product_781,365
782,product_782,20
783,product_783,77
784,product_784,128
785,product_785,385
786,product_786,33
787,product_787,364
788,product_788,185
789,product_789,60
790,product_790,420
791,product_791,448
792,product_792,280
793,product_793,148
794,product_794,174
795,product_795,34
796,product_796,372
797,product_797,218
798,product_798,17
799,product_799,128
800,product_800,32
801,product_801,359
802,product_802,294
803,product_803,469
804,product_804,164
805,product_805,320
806,product_806,334
807,product_807,187
808,product_808,483
809,product_809,189
810,product_810,353
811,product_811,428
812,product_812,159
813,product_813,46
814,product_814,95
815,product_815,311
816,product_816,255
817,product_817,236
818,product_818,89
819,product_819,75
820,product_820,466
821,product_821,127
822,product_822,436
823,product_823,39
824,product_824,339
825,product_825,258
826,product_826,298
827,product_827,325
828,product_828,158
829,product_829,111
830,product_830,308
831,product_831,495
832,product_832,36
833,product_833,108
834,product_834,167
835,product_835,496
836,product_836,456
837,product_837,78
838,product_838,471
839,product_839,365
840,product_840,223
841,product_841,408
842,product_842,209
843,product_843,197
844,product_844,30
845,product_845,164
846,product_846,478
847,product_847,454
848,product_848,22
849,product_849,226
850,product_850,310
851,product_851,497
852,product_852,11
853,product_853,195
854,product_854,215
855,product_855,70
856,product_856,30
857,product_857,335
858,product_858,400
859,product_859,414
860,product_860,442
861,product_861,379
862,product_862,293
863,product_863,234
864,product_864,174
865,product_865,379
866,product_866,339
867,product_867,37
868,product_868,310
869,product_869,434
870,product_870,235
871,product_871,340
872,product_872,71
873,product_873,230
874,product_874,367
875,product_875,323
876,product_876,66
877,product_877,415
878,product_878,392
879,product_879,103
880,product_880,426
881,product_881,272
882,product_882,139
883,product_883,75
884,product_884,479
885,product_885,47
886,product_886,307
887,product_887,410
888,product_888,469
889,product_889,22
890,product_890,282
891,product_891,433
892,product_892,143
893,product_893,117
894,product_894,206
895,product_895,262
896,product_896,268
897,product_897,407
898,product_898,496
899,product_899,314
900,product_900,77
901,product_901,451
902,product_902,390
903,product_903,117
904,product_904,461
905,product_905,143
906,product_906,215
907,product_907,420
908,product_908,122
909,product_909,426
910,product_910,93
911,product_911,240
912,product_912,190
913,product_913,141
914,product_914,135
915,product_915,283
916,product_916,30
917,product_917,57
918,product_918,129
919,product_919,269
920,product_920,218
921,product_921,47
922,product_922,61
923,product_923,115
924,product_924,392
925,product_925,86
926,product_926,144
927,product_927,209
928,product_928,121
929,product_929,132
930,product_930,234
931,product_931,489
932,product_932,118
933,product_933,15
934,product_934,423
935,product_935,14
936,product_936,338
937,product_937,365
938,product_938,340
939,product_939,394
940,product_940,271
941,product_941,54
942,product_942,313
943,product_943,397
944,product_944,432
945,product_945,256
946,product_946,398
947,product_947,497
948,product_948,368
949,product_949,59
950,product_950,210
951,product_951,115
952,product_952,429
953,product_953,227
954,product_954,394
955,product_955,447
956,product_956,116
957,product_957,229
958,product_958,400
959,product_959,331
960,product_960,474
961,product_961,484
962,product_962,488
963,product_963,100
964,product_964,85
965,product_965,415
966,product_966,89
967,product_967,183
968,product_968,41
969,product_969,341
970,product_970,172
971,product_971,248
972,product_972,52
973,product_973,296
974,product_974,319
975,product_975,369
976,product_976,48
977,product_977,129
978,product_978,255
979,product_979,339
980,product_980,35
981,product_981,387
982,product_982,291
983,product_983,352
984,product_984,296
985,product_985,458
986,product_986,298
987,product_987,395
988,product_988,420
989,product_989,178
990,product_990,267
991,product_991,16
992,product_992,349
993,product_993,402
994,product_994,377
995,product_995,255
996,product_996,156
997,product_997,175
998,product_998,99
999,product_999,429
1000,product_1000,312
1001,product_1001,176
1002,product_1002,362
1003,product_1003,200
1004,product_1004,35
1005,product_1005,330
1006,product_1006,58
1007,product_1007,158
1008,product_1008,260
1009,product_1009,167
1010,product_1010,134
1011,product_1011,409
1012,product_1012,54
1013,product_1013,496
1014,product_1014,193
1015,product_1015,88
1016,product_1016,484
1017,product_1017,46
1018,product_1018,272
1019,product_1019,10
1020,product_1020,426
1021,product_1021,49
1022,product_1022,239
1023,product_1023,428
1024,product_1024,94
1025,product_1025,328
1026,product_1026,27
1027,product_1027,62
1028,product_1028,231
1029,product_1029,460
1030,product_1030,384
1031,product_1031,415
1032,product_1032,406
1033,product_1033,314
1034,product_1034,301
1035,product_1035,345
1036,product_1036,406
1037,product_1037,339
1038,product_1038,388
1039,product_1039,33
1040,product_1040,419
1041,product_1041,92
1042,product_1042,233
1043,product_1043,26
1044,product_1044,182
1045,product_1045,329
1046,product_1046,151
1047,product_1047,231
1048,product_1048,386
1049,product_1049,174
1050,product_1050,322
1051,product_1051,129
1052,product_1052,279
1053,product_1053,35
1054,product_1054,331
1055,product_1055,236
1056,product_1056,12
1057,product_1057,445
1058,product_1058,387
1059,product_1059,18
1060,product_1060,437
1061,product_1061,316
1062,product_1062,495
1063,product_1063,171
1064,product_1064,166
1065,product_1065,405
1066,product_1066,266
1067,product_1067,459
1068,product_1068,149
1069,product_1069,431
1070,product_1070,50
1071,product_1071,394
1072,product_1072,76
1073,product_1073,225
1074,product_1074,35
1075,product_1075,264
1076,product_1076,345
1077,product_1077,305
1078,product_1078,306
1079,product_1079,168
1080,product_1080,364
1081,product_1081,220
1082,product_1082,439
1083,product_1083,378
1084,product_1084,222
1085,product_1085,229
1086,product_1086,210
1087,product_1087,104
1088,product_1088,223
1089,product_1089,212
1090,product_1090,178
1091,product_1091,178
1092,product_1092,410
1093,product_1093,308
1094,product_1094,208
1095,product_1095,19
1096,product_1096,234
1097,product_1097,309
1098,product_1098,389
1099,product_1099,310
1100,product_1100,51
1101,product_1101,121
1102,product_1102,129
1103,product_1103,185
1104,product_1104,143
1105,product_1105,213
1106,product_1106,311
1107,product_1107,403
1108,product_1108,175
1109,product_1109,329
1110,product_1110,323
1111,product_1111,54
1112,product_1112,416
1113,product_1113,158
1114,product_1114,230
1115,product_1115,487
1116,product_1116,403
1117,product_1117,83
1118,product_1118,102
1119,product_1119,243
1120,product_1120,471
1121,product_1121,134
1122,product_1122,60
1123,product_1123,487
1124,product_1124,330
1125,product_1125,132
1126,product_1126,254
1127,product_1127,188
1128,product_1128,211
1129,product_1129,433
1130,product_1130,472
1131,product_1131,290
1132,product_1132,497
1133,product_1133,417
1134,product_1134,64
1135,product_1135,471
1136,product_1136,289
1137,product_1137,481
1138,product_1138,382
1139,product_1139,286
1140,product_1140,500
1141,product_1141,218
1142,product_1142,238
1143,product_1143,222
1144,product_1144,136
1145,product_1145,31
1146,product_1146,175
1147,product_1147,353
1148,product_1148,382
1149,product_1149,321
1150,product_1150,21
1151,product_1151,98
1152,product_1152,344
1153,product_1153,205
1154,product_1154,277
1155,product_1155,411
1156,product_1156,190
1157,product_1157,68
1158,product_1158,343
1159,product_1159,160
1160,product_1160,35
1161,product_1161,402
1162,product_1162,169
1163,product_1163,107
1164,product_1164,102
1165,product_1165,294
1166,product_1166,83
1167,product_1167,350
1168,product_1168,319
1169,product_1169,286
1170,product_1170,279
1171,product_1171,102
1172,product_1172,177
1173,product_1173,182
1174,product_1174,479
1175,product_1175,173
1176,product_1176,412
1177,product_1177,486
1178,product_1178,385
1179,product_1179,65
1180,product_1180,119
1181,product_1181,76
1182,product_1182,289
1183,product_1183,75
1184,product_1184,457
1185,product_1185,183
1186,product_1186,481
1187,product_1187,70
1188,product_1188,90
1189,product_1189,286
1190,product_1190,473
1191,product_1191,438
1192,product_1192,372
1193,product_1193,362
1194,product_1194,71
1195,product_1195,367
1196,product_1196,288
1197,product_1197,41
1198,product_1198,33
1199,product_1199,211
1200,product_1200,185
1201,product_1201,306
1202,product_1202,252
1203,product_1203,353
1204,product_1204,79
1205,product_1205,185
1206,product_1206,334
1207,product_1207,231
1208,product_1208,116
1209,product_1209,468
1210,product_1210,241
1211,product_1211,387
1212,product_1212,53
1213,product_1213,263
1214,product_1214,46
1215,product_1215,256
1216,product_1216,97
1217,product_1217,351
1218,product_1218,127
1219,product_1219,121
1220,product_1220,10
1221,product_1221,417
1222,product_1222,456
1223,product_1223,288
1224,product_1224,164
1225,product_1225,466
1226,product_1226,162
1227,product_1227,105
1228,product_1228,318
1229,product_1229,422
1230,product_1230,28
1231,product_1231,395
1232,product_1232,179
1233,product_1233,476
1234,product_1234,430
1235,product_1235,295
1236,product_1236,23
1237,product_1237,152
1238,product_1238,307
1239,product_1239,124
1240,product_1240,256
1241,product_1241,118
1242,product_1242,187
1243,product_1243,422
1244,product_1244,454
1245,product_1245,318
1246,product_1246,13
1247,product_1247,391
1248,product_1248,158
1249,product_1249,334
1250,product_1250,54
1251,product_1251,163
1252,product_1252,378
1253,product_1253,98
1254,product_1254,448
1255,product_1255,85
1256,product_1256,351
1257,product_1257,163
1258,product_1258,33
1259,product_1259,361
1260,product_1260,271
1261,product_1261,192
1262,product_1262,186
1263,product_1263,201
1264,product_1264,477
1265,product_1265,248
1266,product_1266,130
1267,product_1267,334
1268,product_1268,389
1269,product_1269,330
1270,product_1270,347
1271,product_1271,475
1272,product_1272,366
1273,product_1273,130
1274,product_1274,455
1275,product_1275,165
1276,product_1276,464
1277,product_1277,146
1278,product_1278,283
1279,product_1279,244
1280,product_1280,264
1281,product_1281,444
1282,product_1282,100
1283,product_1283,263
1284,product_1284,53
1285,product_1285,205
1286,product_1286,93
1287,product_1287,124
1288,product_1288,248
1289,product_1289,102
1290,product_1290,176
1291,product_1291,253
1292,product_1292,140
1293,product_1293,495
1294,product_1294,376
1295,product_1295,294
1296,product_1296,408
1297,product_1297,207
1298,product_1298,353
1299,product_1299,345
1300,product_1300,134
1301,product_1301,411
1302,product_1302,87
1303,product_1303,416
1304,product_1304,252
1305,product_1305,375
1306,product_1306,84
1307,product_1307,458
1308,product_1308,323
1309,product_1309,125
1310,product_1310,287
1311,product_1311,293
1312,product_1312,447
1313,product_1313,19
1314,product_1314,367
1315,product_1315,423
1316,product_1316,270
1317,product_1317,61
1318,product_1318,81
1319,product_1319,34
1320,product_1320,47
1321,product_1321,43
1322,product_1322,372
1323,product_1323,375
1324,product_1324,363
1325,product_1325,212
1326,product_1326,147
1327,product_1327,440
1328,product_1328,127
1329,product_1329,151
1330,product_1330,410
1331,product_1331,465
1332,product_1332,258
1333,product_1333,27
1334,product_1334,297
1335,product_1335,250
1336,product_1336,434
1337,product_1337,73
1338,product_1338,223
1339,product_1339,180
1340,product_1340,80
1341,product_1341,293
1342,product_1342,85
1343,product_1343,347
1344,product_1344,476
1345,product_1345,262
1346,product_1346,25
1347,product_1347,290
1348,product_1348,445
1349,product_1349,198
1350,product_1350,358
1351,product_1351,296
1352,product_1352,388
1353,product_1353,412
1354,product_1354,217
1355,product_1355,362
1356,product_1356,152
1357,product_1357,403
1358,product_1358,126
1359,product_1359,111
1360,product_1360,478
1361,product_1361,149
1362,product_1362,110
1363,product_1363,16
1364,product_1364,101
1365,product_1365,333
1366,product_1366,379
1367,product_1367,391
1368,product_1368,245
1369,product_1369,483
1370,product_1370,459
1371,product_1371,61
1372,product_1372,281
1373,product_1373,418
1374,product_1374,414
1375,product_1375,223
1376,product_1376,447
1377,product_1377,96
1378,product_1378,182
1379,product_1379,72
1380,product_1380,478
1381,product_1381,461
1382,product_1382,391
1383,product_1383,459
1384,product_1384,46
1385,product_1385,157
1386,product_1386,250
1387,product_1387,264
1388,product_1388,130
1389,product_1389,173
1390,product_1390,135
1391,product_1391,440
1392,product_1392,137
1393,product_1393,252
1394,product_1394,465
1395,product_1395,150
1396,product_1396,262
1397,product_1397,487
1398,product_1398,31
1399,product_1399,108
1400,product_1400,221
1401,product_1401,302
1402,product_1402,249
1403,product_1403,209
1404,product_1404,390
1405,product_1405,223
1406,product_1406,362
1407,product_1407,42
1408,product_1408,14
1409,product_1409,434
1410,product_1410,110
1411,product_1411,242
1412,product_1412,272
1413,product_1413,112
1414,product_1414,212
1415,product_1415,87
1416,product_1416,248
1417,product_1417,398
1418,product_1418,219
1419,product_1419,485
1420,product_1420,178
1421,product_1421,321
1422,product_1422,392
1423,product_1423,313
1424,product_1424,358
1425,product_1425,311
1426,product_1426,420
1427,product_1427,46
1428,product_1428,282
1429,product_1429,243
1430,product_1430,204
1431,product_1431,27
1432,product_1432,414
1433,product_1433,105
1434,product_1434,77
1435,product_1435,372
1436,product_1436,216
1437,product_1437,22
1438,product_1438,115
1439,product_1439,79
1440,product_1440,317
1441,product_1441,242
1442,product_1442,344
1443,product_1443,480
1444,product_1444,382
1445,product_1445,426
1446,product_1446,152
1447,product_1447,119
1448,product_1448,364
1449,product_1449,415
1450,product_1450,469
1451,product_1451,104
1452,product_1452,45
1453,product_1453,462
1454,product_1454,281
1455,product_1455,25
1456,product_1456,94
1457,product_1457,309
1458,product_1458,410
1459,product_1459,63
1460,product_1460,265
1461,product_1461,362
1462,product_1462,478
1463,product_1463,335
1464,product_1464,53
1465,product_1465,94
1466,product_1466,367
1467,product_1467,311
1468,product_1468,313
1469,product_1469,343
1470,product_1470,170
1471,product_1471,91
1472,product_1472,195
1473,product_1473,452
1474,product_1474,125
1475,product_1475,421
1476,product_1476,172
1477,product_1477,243
1478,product_1478,34
1479,product_1479,90
1480,product_1480,449
1481,product_1481,158
1482,product_1482,174
1483,product_1483,339
1484,product_1484,135
1485,product_1485,436
1486,product_1486,154
1487,product_1487,369
1488,product_1488,53
1489,product_1489,141
1490,product_1490,176
1491,product_1491,365
1492,product_1492,444
1493,product_1493,182
1494,product_1494,403
1495,product_1495,202
1496,product_1496,487
1497,product_1497,472
1498,product_1498,218
1499,product_1499,204
1500,product_1500,336
1501,product_1501,403
1502,product_1502,380
1503,product_1503,297
1504,product_1504,204
1505,product_1505,410
1506,product_1506,411
1507,product_1507,96
1508,product_1508,365
1509,product_1509,381
1510,product_1510,144
1511,product_1511,350
1512,product_1512,306
1513,product_1513,292
1514,product_1514,50
1515,product_1515,20
1516,product_1516,249
1517,product_1517,208
1518,product_1518,154
1519,product_1519,141
1520,product_1520,114
1521,product_1521,493
1522,product_1522,309
1523,product_1523,14
1524,product_1524,59
1525,product_1525,52
1526,product_1526,362
1527,product_1527,497
1528,product_1528,405
1529,product_1529,179
1530,product_1530,432
1531,product_1531,48
1532,product_1532,300
1533,product_1533,236
1534,product_1534,338
1535,product_1535,63
1536,product_1536,450
1537,product_1537,153
1538,product_1538,452
1539,product_1539,23
1540,product_1540,42
1541,product_1541,383
1542,product_1542,464
1543,product_1543,101
1544,product_1544,58
1545,product_1545,157
1546,product_1546,188
1547,product_1547,361
1548,product_1548,205
1549,product_1549,496
1550,product_1550,383
1551,product_1551,13
1552,product_1552,289
1553,product_1553,278
1554,product_1554,497
1555,product_1555,395
1556,product_1556,260
1557,product_1557,78
1558,product_1558,346
1559,product_1559,439
1560,product_1560,382
1561,product_1561,108
1562,product_1562,195
1563,product_1563,62
1564,product_1564,61
1565,product_1565,486
1566,product_1566,328
1567,product_1567,221
1568,product_1568,376
1569,product_1569,53
1570,product_1570,418
1571,product_1571,478
1572,product_1572,397
1573,product_1573,407
1574,product_1574,476
1575,product_1575,347
1576,product_1576,255
1577,product_1577,434
1578,product_1578,85
1579,product_1579,354
1580,product_1580,318
1581,product_1581,500
1582,product_1582,18
1583,product_1583,352
1584,product_1584,213
1585,product_1585,139
1586,product_1586,279
1587,product_1587,394
1588,product_1588,312
1589,product_1589,319
1590,product_1590,170
1591,product_1591,59
1592,product_1592,213
1593,product_1593,14
1594,product_1594,78
1595,product_1595,274
1596,product_1596,166
1597,product_1597,365
